0.12422646,0.019286234
0.117566906,0.043882936
0.049967896,0.021402512
0.12157237,0.014328069
0.16267268,-0.047965426
0.02622036,0.0967064
0.0064991815,0.087752976
0.07472849,0.119217515
-0.03706625,0.123845235
-0.028412739,0.01565616
0.3235191,-0.05151358
0.26995957,-0.1148443
0.3760965,-0.08412118
0.0030629828,0.11951821
0.2707564,0.11829811
-0.09486878,0.09816229
0.069061406,-0.03693734
0.113913104,0.028491486
0.30774197,-0.073497556
0.0056114295,-0.03290871
0.29554018,-0.22165088
0.15220097,0.086496726
0.2745874,-0.021189794
0.19865674,-0.16392249
0.21129812,0.3276829
0.20591725,-0.45744404
0.17169522,0.44345623
-0.06901454,0.06610312
0.11124066,0.17275435
0.009539372,-0.16375406
0.6148145,-0.20982647
0.039550647,0.15984194
0.19308506,0.093934156
0.3044807,-0.31464612
-0.20592088,-0.2277358
-0.1665403,0.21150436
-0.4064286,-0.0110685835
0.22303972,-0.23843665
-0.10855066,0.33556968
-0.26938355,0.014400061
0.27040243,-0.3191914
0.4288987,-0.10749497
0.289539,-0.30494282
-0.12776941,0.23352006
0.20713694,-0.35608912
0.41975743,-0.5762588
-0.42077082,0.076048024
-0.4646339,-0.52918875
0.25097686,-0.08704225
-0.113021635,0.047340006
-0.26146498,0.09104769
-0.20523705,-0.49313608
-0.015829474,-0.009248313
-0.13244578,-0.3699595
-0.04425757,-0.08609047
0.08305833,0.18864962
0.021092441,0.08525395
-0.2678529,0.10040088
-0.24859487,-0.7232992
-0.105270825,-0.18378082
0.013045792,0.17632003
0.20486094,-0.6579736
0.05629366,0.008941979
0.0019172134,-0.27733245
0.045869023,-0.03160146
-0.07721691,0.02967843
0.0043726834,-0.6560328
-0.10018009,-0.1931755
0.15133537,-0.635281
-0.32142258,-0.056030985
0.12950757,-0.08492634
-0.009040634,0.05211518
0.06647548,0.2090036
-0.043963116,0.046834968
-0.32267016,-0.42123026
-0.027877701,-0.24123256
