-0.0024192813,0.0016808523
-0.004842659,0.030023273
0.0022971316,0.037826657
-0.027106762,-0.006025688
-0.020596184,0.0067427563
-0.035218537,0.06006326
-0.029074183,0.02292056
-0.026748227,0.041395254
-0.0006530564,-0.022649476
0.039686035,0.001762999
0.02963401,-0.031438433
0.027589593,-0.02323143
-0.073218025,0.002812779
-0.0024263395,-0.0548776
0.10027406,-0.038096134
-0.046008043,-0.053766392
-0.032967333,-0.07385133
-0.08589613,-0.07726794
-0.1404286,-0.07681698
0.101821534,-0.036000185
0.09341506,-0.06264634
0.07758122,-0.073504955
0.06800198,-0.07169022
-0.037760694,-0.11005368
0.09110277,-0.07559886
-0.06701711,-0.14911914
-0.049253356,-0.15570576
0.073646896,-0.07492027
0.10727337,-0.07495272
0.00090360455,-0.11547244
-0.008930879,-0.19079211
0.18703847,-0.13838692
0.058784448,-0.12933986
0.087875165,-0.13024554
0.18189445,-0.12013558
0.01704202,-0.09367306
0.017572256,-0.09904372
0.03350385,-0.16768722
0.041285537,-0.18410142
0.03908407,-0.10136286
0.0853244,-0.16797067
0.09059362,-0.101189174
0.13475183,-0.1141633
0.21888776,-0.10296691
0.049459603,-0.17317931
0.052985527,-0.16980867
0.046391245,-0.10558593
0.20820408,-0.17152594
0.17613399,-0.104337275
0.04156579,-0.12490233
0.060884558,-0.08699343
0.057190318,-0.35820687
0.05178539,-0.09632959
0.052533444,-0.10131684
0.086030245,-0.20304754
0.072351746,-0.071420625
0.065649875,-0.0644759
0.10151721,-0.25275806
0.07211658,-0.045055673
0.071152136,-0.04618475
0.056721784,-0.024870314
0.09361682,-0.021410279
0.029014386,-0.21964261
0.1147302,-0.047683656
0.104667306,0.022800826
0.14496666,-0.11895535
0.2117729,-0.030657759
0.043296877,-0.18529058
0.09197237,0.0060068527
0.09063103,-0.15013042
0.252889,-0.017069632
0.13445227,-0.047965094
0.22354443,-0.001184905
0.034936365,-0.09226849
0.016521009,-0.08248499
0.02576749,-0.004304624
0.01746474,-0.11350889
0.018323084,0.089432724
0.16145048,-0.10228514
0.06851449,-0.07443385
0.021102706,-0.0040297024
